ID,City,Municipality,Neighborhood,Area,Rooms,Current_Floor,Total_Floors,Advertiser_Type,Photo_Count,Total_Price_EUR,Scrape_Date
5425646698293,Beograd,Voždovac,Medaković 3,55.0,2.0 Broj soba,II,4 Spratnost,Agencija,8,132000.0,2026-04-05 22:49:34
5425646683140,Beograd,Stari grad,Trg Republike,30.0,1.5 Broj soba,SUT,4 Spratnost,Agencija,12,110000.0,2026-04-05 22:49:34
5425646946803,Beograd,Zvezdara,Učiteljsko naselje,35.0,1.0 Broj soba,II,2 Spratnost,Agencija,7,127000.0,2026-04-05 22:49:34
5425646946505,Beograd,Palilula,Karaburma,45.0,1.0 Broj soba,I,4 Spratnost,Agencija,14,119700.0,2026-04-05 22:49:34
5425646977910,Beograd,Stari grad,Dorćol,202.0,5+ Broj soba,VI,6 Spratnost,Vlasnik,8,1100000.0,2026-04-05 22:49:34
5425646264653,Beograd,Čukarica,Banovo brdo,70.0,2.5 Broj soba,II,3 Spratnost,Agencija,17,207000.0,2026-04-05 22:49:34
5425646946502,Beograd,Surčin,Surčin (mesto),43.0,2.0 Broj soba,PR,2 Spratnost,Agencija,5,86000.0,2026-04-05 22:49:34
5425646752041,Beograd,Voždovac,Vojvode Stepe,44.0,2.0 Broj soba,I,3 Spratnost,Agencija,9,138000.0,2026-04-05 22:49:34
5425646601384,Beograd,Voždovac,Autokomanda,48.29,2.0 Broj soba,I,5 Spratnost,Agencija,1,123500.0,2026-04-05 22:49:34
5425646601386,Beograd,Voždovac,Autokomanda,70.13,3.0 Broj soba,II,5 Spratnost,Agencija,1,180000.0,2026-04-05 22:49:34
5425646976821,Beograd,Novi Beograd,Stari Merkator,22.0,0.5 Broj soba,VPR,8 Spratnost,Agencija,12,116000.0,2026-04-05 22:49:34
5425646903494,Beograd,Vračar,Čubura,70.11,3.0 Broj soba,III,5 Spratnost,Agencija,8,315495.0,2026-04-05 22:49:34
5425646881660,Beograd,Novi Beograd,Stari Merkator,42.0,1.0 Broj soba,VIII,19 Spratnost,Agencija,6,162000.0,2026-04-05 22:49:34
5425646721455,Beograd,Zvezdara,Mirijevo,41.0,2.0 Broj soba,II,4 Spratnost,Agencija,5,120000.0,2026-04-05 22:49:34
5425646642117,Beograd,Novi Beograd,Blok 45 (TC Enjub),55.0,2.0 Broj soba,VPR,11 Spratnost,Agencija,11,195000.0,2026-04-05 22:49:34
5425646976326,Beograd,Surčin,Ledine,41.0,2.0 Broj soba,I,2 Spratnost,Agencija,11,135000.0,2026-04-05 22:49:34
5425646520495,Beograd,Novi Beograd,Ledine,45.71,1.5 Broj soba,I,4 Spratnost,Investitor,11,114275.0,2026-04-05 22:49:34
5425646777021,Beograd,Novi Beograd,Blok 70a,66.0,2.0 Broj soba,VI,8 Spratnost,Agencija,16,238000.0,2026-04-05 22:49:34
5425646975515,Beograd,Čukarica,Banovo brdo,71.0,3.5 Broj soba,VPR,11 Spratnost,Agencija,15,240000.0,2026-04-05 22:49:34
5425645093991,Beograd,Vračar,Čubura,87.0,3.0 Broj soba,III,4 Spratnost,Agencija,16,435000.0,2026-04-05 22:49:34
5425645461904,Beograd,Vračar,Krunski venac,56.0,2.0 Broj soba,I,5 Spratnost,Agencija,16,245000.0,2026-04-05 22:49:34
5425646403045,Beograd,Stari grad,Skadarlija,30.0,1.0 Broj soba,II,5 Spratnost,Agencija,10,180000.0,2026-04-05 22:49:34
5425646758236,Beograd,Rakovica,Kneževac,64.54,2.5 Broj soba,III,5 Spratnost,Agencija,2,150700.0,2026-04-05 22:49:34
5425646872845,Beograd,Zvezdara,Crveni krst,88.0,4.0 Broj soba,II,7 Spratnost,Agencija,20,380000.0,2026-04-05 22:49:34
5425646975513,Beograd,Palilula,Karaburma,62.0,2.0 Broj soba,II,4 Spratnost,Agencija,10,160000.0,2026-04-05 22:49:34
5425646497131,Beograd,Stari grad,Skupština,105.0,3.0 Broj soba,III,5 Spratnost,Agencija,6,435000.0,2026-04-05 22:49:34
5425646944822,Beograd,Voždovac,Jajinci,32.0,1.0 Broj soba,PR,4 Spratnost,Investitor,5,80960.0,2026-04-05 22:49:34
5425641832577,Beograd,Voždovac,Lekino brdo,147.0,5.0 Broj soba,III,4 Spratnost,Agencija,20,515000.0,2026-04-05 22:49:34
5425646976813,Beograd,Savski venac,Dedinje,100.5,4.0 Broj soba,II,5 Spratnost,Agencija,18,660000.0,2026-04-05 22:49:34
5425646086026,Beograd,Voždovac,Šumice,89.68,3.0 Broj soba,VI,7 Spratnost,Agencija,5,292000.0,2026-04-05 22:49:34
5425642917828,Beograd,Novi Beograd,Blok 9a,167.0,4.0 Broj soba,X,10 Spratnost,Agencija,20,954000.0,2026-04-05 22:49:34
5425646905997,Beograd,Palilula,Višnjička Banja,46.0,2.0 Broj soba,III,5 Spratnost,Agencija,2,145000.0,2026-04-05 22:49:34
5425646904200,Beograd,Savski venac,Senjak,218.0,4.0 Broj soba,II Spratnost,,Agencija,10,890000.0,2026-04-05 22:49:34
5425646905023,Beograd,Zemun,Galenika,109.0,3.0 Broj soba,VI,6 Spratnost,Agencija,17,250700.0,2026-04-05 22:49:34
5425646971638,Beograd,Palilula,Karaburma,75.0,3.0 Broj soba,II,9 Spratnost,Agencija,13,270000.0,2026-04-05 22:49:34
5425646970667,Beograd,Zvezdara,Mirijevo,45.42,2.0 Broj soba,VPR,3 Spratnost,Agencija,4,109000.0,2026-04-05 22:49:34
5425646899575,Beograd,Zemun,Cara Dušana,58.0,3.0 Broj soba,V,6 Spratnost,Vlasnik,12,203000.0,2026-04-05 22:49:34
5425646714133,Beograd,Vračar,Kalenić pijaca,56.0,2.0 Broj soba,I,3 Spratnost,Agencija,9,194000.0,2026-04-05 22:49:34
5425646699210,Beograd,Vračar,Kalenić pijaca,83.0,3.5 Broj soba,I,3 Spratnost,Agencija,13,350000.0,2026-04-05 22:49:34
5425646972971,Beograd,Voždovac,Jajinci,54.0,3.0 Broj soba,III,3 Spratnost,Agencija,11,146000.0,2026-04-05 22:49:34
5425645635498,Beograd,Rakovica,Vidikovac,118.0,3.0 Broj soba,VII,7 Spratnost,Investitor,20,330000.0,2026-04-05 22:49:34
5425646360199,Beograd,Voždovac,Voždovačka crkva,46.0,1.0 Broj soba,III,3 Spratnost,Agencija,9,161900.0,2026-04-05 22:49:34
5425646904010,Beograd,Zvezdara,Crveni krst,61.0,2.5 Broj soba,IV,6 Spratnost,Vlasnik,19,275900.0,2026-04-05 22:49:34
5425646908962,Beograd,Palilula,Kotež,37.38,1.5 Broj soba,II,2 Spratnost,Agencija,7,82236.0,2026-04-05 22:49:34
5425646843088,Beograd,Palilula,Tašmajdan,68.0,3.0 Broj soba,PR,8 Spratnost,Agencija,14,285000.0,2026-04-05 22:49:34
5425645627697,Beograd,Vračar,Hram svetog Save,76.0,3.0 Broj soba,III,7 Spratnost,Agencija,20,404000.0,2026-04-05 22:49:34
5425646711008,Beograd,Vračar,Hram svetog Save,71.0,3.5 Broj soba,II,5 Spratnost,Agencija,18,355000.0,2026-04-05 22:49:34
5425646713897,Beograd,Vračar,Hram svetog Save,42.0,1.5 Broj soba,II,5 Spratnost,Agencija,9,221500.0,2026-04-05 22:49:34
5425646972051,Beograd,Vračar,Hram svetog Save,81.0,3.0 Broj soba,III,6 Spratnost,Agencija,10,395000.0,2026-04-05 22:49:34
5425646970733,Beograd,Rakovica,Vidikovac,75.0,3.0 Broj soba,VPR Spratnost,,Agencija,17,203000.0,2026-04-05 22:49:34
5425646973212,Beograd,Čukarica,Čukarička padina,60.0,2.0 Broj soba,I,5 Spratnost,Agencija,15,200000.0,2026-04-05 22:49:34
5425646515009,Beograd,Palilula,Borča,80.0,3.0 Broj soba,III,4 Spratnost,Agencija,13,148900.0,2026-04-05 22:49:34
5425646973776,Beograd,Novi Beograd,Blok 38,75.0,2.5 Broj soba,I,8 Spratnost,Vlasnik,20,228900.0,2026-04-05 22:49:34
5425646352561,Beograd,Zvezdara,Zeleno brdo,60.0,2.5 Broj soba,VII,11 Spratnost,Vlasnik,17,199000.0,2026-04-05 22:49:34
5425646723210,Beograd,Novi Beograd,Blok 67a (A blok),74.0,3.0 Broj soba,III Spratnost,,Agencija,7,371850.0,2026-04-05 22:49:34
5425646787346,Beograd,Zvezdara,Mirijevo,49.0,2.5 Broj soba,III,3 Spratnost,Agencija,12,136000.0,2026-04-05 22:49:34
5425646905928,Beograd,Novi Beograd,Blok 64,58.0,2.0 Broj soba,V,10 Spratnost,Agencija,13,237800.0,2026-04-05 22:49:34
5425646872370,Beograd,Palilula,Karaburma,57.0,2.0 Broj soba,I,5 Spratnost,Agencija,10,149000.0,2026-04-05 22:49:34
5425646122548,Beograd,Novi Beograd,Blok 67a (A blok),192.0,3.0 Broj soba,II Spratnost,,Agencija,1,465000.0,2026-04-05 22:49:34
5425645286076,Beograd,Zemun,Novi grad,50.0,1.0 Broj soba,PR,4 Spratnost,Agencija,18,104000.0,2026-04-05 22:49:34
5425646842432,Beograd,Voždovac,Lekino brdo,80.0,3.0 Broj soba,PR,3 Spratnost,Agencija,4,210500.0,2026-04-05 22:49:34
5425646109841,Beograd,Novi Beograd,Blok 67a (A blok),128.0,4.0 Broj soba,XII,12 Spratnost,Agencija,19,525000.0,2026-04-05 22:49:34
5425646972984,Beograd,Rakovica,Stari Košutnjak,69.0,3.0 Broj soba,III Spratnost,,Agencija,17,195000.0,2026-04-05 22:49:34
5425646972983,Beograd,Stari grad,Politika,73.0,3.5 Broj soba,III,4 Spratnost,Agencija,14,290000.0,2026-04-05 22:49:34
5425646932988,Beograd,Vračar,Gospodara Vučića,74.0,3.0 Broj soba,III,5 Spratnost,Agencija,17,255000.0,2026-04-05 22:49:34
5425646973209,Beograd,Čukarica,Banovo brdo,69.0,3.0 Broj soba,III,4 Spratnost,Agencija,19,280000.0,2026-04-05 22:49:34
5425646973207,Beograd,Novi Beograd,Blok 67a (A blok),81.0,3.0 Broj soba,I,6 Spratnost,Agencija,14,385000.0,2026-04-05 22:49:34
5425646973204,Beograd,Voždovac,Kumodraž,55.0,2.5 Broj soba,I,1 Spratnost,Agencija,17,145000.0,2026-04-05 22:49:34
5425646973201,Beograd,Stari grad,Bajlonijeva pijaca,23.0,1.0 Broj soba,I,5 Spratnost,Agencija,7,127500.0,2026-04-05 22:49:34
5425646904724,Beograd,Novi Beograd,Blok 61,81.0,3.0 Broj soba,XIV,17 Spratnost,Agencija,19,259990.0,2026-04-05 22:49:34
5425646971615,Beograd,Čukarica,Sremčica,63.0,2.0 Broj soba,II,4 Spratnost,Agencija,12,110000.0,2026-04-05 22:49:34
5425646472410,Beograd,Palilula,Višnjička Banja,65.0,3.0 Broj soba,PR,5 Spratnost,Agencija,4,176300.0,2026-04-05 22:49:34
5425646689726,Beograd,Savski venac,Beograd na vodi,204.0,4.0 Broj soba,XVI,25 Spratnost,Agencija,22,1590000.0,2026-04-05 22:49:34
5425645588730,Beograd,Zvezdara,Bulevar kralja Aleksandra,74.0,3.0 Broj soba,II,6 Spratnost,Agencija,14,300000.0,2026-04-05 22:49:34
5425646919683,Beograd,Zvezdara,Dimitrija Tucovića,42.0,1.5 Broj soba,I,5 Spratnost,Agencija,12,172000.0,2026-04-05 22:49:34
5425644717072,Beograd,Stari grad,Dorćol,80.5,4.0 Broj soba,VI,6 Spratnost,Agencija,20,410550.0,2026-04-05 22:49:34
5425646714220,Beograd,Vračar,Maksima Gorkog,68.0,2.0 Broj soba,I,3 Spratnost,Agencija,20,195000.0,2026-04-05 22:49:34
5425645548281,Beograd,Palilula,Karaburma,52.0,2.0 Broj soba,III,5 Spratnost,Agencija,17,169000.0,2026-04-05 22:49:34
5425645385161,Beograd,Palilula,Karaburma,51.0,2.5 Broj soba,V,5 Spratnost,Agencija,14,135000.0,2026-04-05 22:49:34
5425645988348,Beograd,Rakovica,Miljakovac,82.0,3.0 Broj soba,PR,5 Spratnost,Agencija,16,180000.0,2026-04-05 22:49:34
5425646501239,Beograd,Savski venac,Senjak,73.0,3.0 Broj soba,IV,7 Spratnost,Agencija,19,285000.0,2026-04-05 22:49:34
5425646837343,Beograd,Zemun,Centar,58.0,2.0 Broj soba,V,6 Spratnost,Agencija,12,206000.0,2026-04-05 22:49:34
5425646970714,Beograd,Voždovac,Banjica,75.0,2.5 Broj soba,VII,20 Spratnost,Agencija,8,230000.0,2026-04-05 22:49:34
5425646096430,Beograd,Novi Beograd,Ledine,57.0,2.0 Broj soba,VPR,4 Spratnost,Agencija,16,129000.0,2026-04-05 22:49:34
5425645845728,Beograd,Savski venac,Zeleni venac,83.0,3.0 Broj soba,V,5 Spratnost,Vlasnik,19,319000.0,2026-04-05 22:49:34
5425646409594,Beograd,Vračar,Cvetni trg,100.0,4.0 Broj soba,II,3 Spratnost,Agencija,20,530000.0,2026-04-05 22:49:34
5425646440490,Beograd,Vračar,Krunska,92.0,3.0 Broj soba,IV,5 Spratnost,Agencija,20,510000.0,2026-04-05 22:49:34
5425646961456,Beograd,Vračar,Krunski venac,100.0,3.0 Broj soba,II,3 Spratnost,Agencija,20,495000.0,2026-04-05 22:49:34
5425646857551,Beograd,Voždovac,Trošarina,38.0,1.5 Broj soba,PR,3 Spratnost,Agencija,4,136800.0,2026-04-05 22:49:34
5425646691704,Beograd,Novi Beograd,Blok 64,67.0,3.0 Broj soba,III,4 Spratnost,Agencija,16,239000.0,2026-04-05 22:49:34
5425646539906,Beograd,Vračar,Cvetni trg,60.0,2.0 Broj soba,II,4 Spratnost,Agencija,6,240000.0,2026-04-05 22:49:34
5425646418779,Beograd,Vračar,Slavija,58.0,2.0 Broj soba,I,6 Spratnost,Agencija,14,280000.0,2026-04-05 22:49:34
5425646061378,Beograd,Novi Beograd,Blok 65,61.0,2.0 Broj soba,XIV,30 Spratnost,Agencija,16,380000.0,2026-04-05 22:49:34
5425645610345,Beograd,Savski venac,Beograd na vodi,123.0,4.0 Broj soba,VI,8 Spratnost,Agencija,20,630000.0,2026-04-05 22:49:34
5425645783490,Beograd,Vračar,Crveni krst,87.0,4.0 Broj soba,IV,8 Spratnost,Agencija,18,389000.0,2026-04-05 22:49:34
5425646658759,Beograd,Zvezdara,Učiteljsko naselje,50.0,2.0 Broj soba,II,3 Spratnost,Agencija,13,174000.0,2026-04-05 22:49:34
5425646822521,Beograd,Novi Beograd,Blok 65,39.11,1.0 Broj soba,IV Spratnost,,Agencija,19,199990.0,2026-04-05 22:49:34
5425646971471,Beograd,Voždovac,Braće Jerković,60.0,3.0 Broj soba,I,3 Spratnost,Agencija,2,163636.0,2026-04-05 22:49:34
5425646807536,Beograd,Zemun,Prvomajska,66.0,2.5 Broj soba,I,23 Spratnost,Agencija,8,219500.0,2026-04-05 22:49:34
5425646941692,Beograd,Savski venac,Centar,36.0,1.0 Broj soba,III,8 Spratnost,Agencija,10,164000.0,2026-04-05 22:49:34
5425646626431,Beograd,Vračar,Crveni krst,50.0,2.0 Broj soba,I,7 Spratnost,Vlasnik,11,192000.0,2026-04-05 22:49:34
5425646637280,Beograd,Stari grad,Centar,56.0,2.0 Broj soba,V,6 Spratnost,Agencija,19,300000.0,2026-04-05 22:49:34
5425646252945,Beograd,Stari grad,Andrićev venac,122.0,5.0 Broj soba,I Spratnost,,Agencija,8,345000.0,2026-04-05 22:49:34
5425636537344,Beograd,Novi Beograd,Blok 70a,64.0,2.0 Broj soba,V,8 Spratnost,Vlasnik,20,244000.0,2026-04-05 22:49:34
5425646970839,Beograd,Zvezdara,Konjarnik,58.0,2.0 Broj soba,VII,11 Spratnost,Vlasnik,16,191000.0,2026-04-05 22:49:34
5425645829343,Beograd,Zvezdara,Mirijevo,84.0,3.0 Broj soba,VI,8 Spratnost,Agencija,14,210000.0,2026-04-05 22:49:34
5425646760053,Beograd,Vračar,Crveni krst,69.0,3.0 Broj soba,I,4 Spratnost,Agencija,20,255000.0,2026-04-05 22:49:34
5425646938924,Beograd,Novi Beograd,Ledine,33.0,1.5 Broj soba,VPR,3 Spratnost,Investitor,17,59400.0,2026-04-05 22:49:34
5425646969966,Beograd,Savski venac,Beograd na vodi,68.91,3.0 Broj soba,IV,9 Spratnost,Agencija,11,268888.0,2026-04-05 22:49:34
5425646969963,Beograd,Vračar,Čubura,136.0,3.0 Broj soba,II,3 Spratnost,Agencija,10,660000.0,2026-04-05 22:49:34
5425646821266,Beograd,Vračar,Kalenić pijaca,102.0,3.0 Broj soba,I,5 Spratnost,Agencija,20,450000.0,2026-04-05 22:49:34
5425646908989,Beograd,Novi Beograd,Blok 65,61.0,2.0 Broj soba,V,6 Spratnost,Agencija,14,285000.0,2026-04-05 22:49:34
5425646636081,Beograd,Voždovac,Voždovačka crkva,105.0,3.5 Broj soba,X,21 Spratnost,Agencija,20,264500.0,2026-04-05 22:49:34
5425646747488,Beograd,Savski venac,Senjak,78.0,3.0 Broj soba,II,8 Spratnost,Agencija,20,295000.0,2026-04-05 22:49:34
5425646899224,Beograd,Zvezdara,Crveni krst,78.0,3.5 Broj soba,III,5 Spratnost,Vlasnik,13,337000.0,2026-04-05 22:49:34
5425646656137,Beograd,Savski venac,Centar,76.5,3.0 Broj soba,IV,6 Spratnost,Agencija,7,280000.0,2026-04-05 22:49:34
5425646968923,Beograd,Voždovac,Dušanovac,125.0,4.0 Broj soba,III,4 Spratnost,Vlasnik,10,338000.0,2026-04-05 22:49:34
5425642732581,Beograd,Vračar,Centar,75.0,3.0 Broj soba,II,5 Spratnost,Agencija,20,330000.0,2026-04-05 22:49:34
5425646763495,Beograd,Stari grad,Kalemegdan,141.0,3.0 Broj soba,II Spratnost,,Agencija,20,1209000.0,2026-04-05 22:49:34
5425646762062,Beograd,Savski venac,Beograd na vodi,116.47,3.0 Broj soba,XI,16 Spratnost,Agencija,20,698000.0,2026-04-05 22:49:34
5425646703112,Beograd,Zvezdara,Dimitrija Tucovića,38.0,1.5 Broj soba,V,7 Spratnost,Agencija,8,169000.0,2026-04-05 22:49:34
5425646970699,Beograd,Voždovac,Trošarina,24.0,0.5 Broj soba,PR,3 Spratnost,Agencija,8,72000.0,2026-04-05 22:49:34
5425646719220,Beograd,Novi Beograd,Blok 64,74.0,3.0 Broj soba,II,9 Spratnost,Agencija,14,445000.0,2026-04-05 22:49:34
5425646971998,Beograd,Savski venac,Beograd na vodi,79.0,3.0 Broj soba,XVI,19 Spratnost,Vlasnik,15,369000.0,2026-04-05 22:49:34
5425645552434,Beograd,Zemun,Altina,161.0,4.0 Broj soba,IV,4 Spratnost,Agencija,17,315000.0,2026-04-05 22:49:34
5425646942364,Beograd,Palilula,Višnjička Banja,88.0,3.0 Broj soba,I,4 Spratnost,Agencija,7,200000.0,2026-04-05 22:49:34
5425646970683,Beograd,Savski venac,Balkanska,90.0,3.0 Broj soba,IV,7 Spratnost,Agencija,18,427500.0,2026-04-05 22:49:34
5425645879231,Beograd,Palilula,Karaburma,68.0,3.0 Broj soba,IV,4 Spratnost,Agencija,14,153000.0,2026-04-05 22:49:34
5425646866606,Beograd,Palilula,27. marta,98.0,3.0 Broj soba,I,4 Spratnost,Agencija,8,330000.0,2026-04-05 22:49:34
5425645985317,Beograd,Zemun,Altina,30.0,1.0 Broj soba,II,3 Spratnost,Investitor,8,55000.0,2026-04-05 22:49:34
5425646899096,Beograd,Čukarica,Žarkovo,100.0,4.0 Broj soba,I,2 Spratnost,Agencija,5,75000.0,2026-04-05 22:49:34
5425646892494,Beograd,Rakovica,Vidikovac,34.0,1.5 Broj soba,I,4 Spratnost,Agencija,11,89000.0,2026-04-05 22:49:34
5425646936869,Beograd,Zvezdara,Konjarnik,36.0,1.0 Broj soba,X,12 Spratnost,Agencija,8,135000.0,2026-04-05 22:49:34
5425646824163,Beograd,Zemun,Karađorđev trg,58.0,2.0 Broj soba,V,6 Spratnost,Agencija,16,206000.0,2026-04-05 22:49:34
5425646879456,Beograd,Stari grad,Atelje 212,69.0,3.0 Broj soba,IV,4 Spratnost,Agencija,12,315000.0,2026-04-05 22:49:34
5425646742307,Beograd,Vračar,Krunski venac,100.0,4.0 Broj soba,II,3 Spratnost,Agencija,17,530000.0,2026-04-05 22:49:34
5425646714836,Beograd,Novi Beograd,Bežanijska kosa 2,85.0,4.0 Broj soba,I,6 Spratnost,Agencija,20,238000.0,2026-04-05 22:49:34
5425646900490,Beograd,Voždovac,Centar,84.0,3.5 Broj soba,III,4 Spratnost,Agencija,10,256000.0,2026-04-05 22:49:34
5425646872905,Beograd,Čukarica,Banovo brdo,53.36,2.0 Broj soba,I,4 Spratnost,Agencija,2,186760.0,2026-04-05 22:49:34
5425646904810,Beograd,Stari grad,Kopitareva gradina,37.0,1.5 Broj soba,PR,4 Spratnost,Agencija,8,160000.0,2026-04-05 22:49:34
5425644880142,Beograd,Voždovac,Voždovačka crkva,21.0,0.5 Broj soba,,,Vlasnik,9,89500.0,2026-04-05 22:49:34
5425646936865,Beograd,Zemun,Prvomajska,71.0,3.0 Broj soba,I,2 Spratnost,Agencija,9,185000.0,2026-04-05 22:49:34
5425646904749,Beograd,Novi Beograd,Stari Merkator,39.0,1.0 Broj soba,VIII,19 Spratnost,Agencija,12,162000.0,2026-04-05 22:49:34
5425646904748,Beograd,Savski venac,Centar,33.0,1.0 Broj soba,VPR,5 Spratnost,Agencija,16,156000.0,2026-04-05 22:49:34
5425646764262,Beograd,Novi Beograd,Blok 63,45.0,1.0 Broj soba,V,5 Spratnost,Agencija,8,149900.0,2026-04-05 22:49:34
5425646826345,Beograd,Zvezdara,Đeram pijaca,50.0,2.5 Broj soba,I,4 Spratnost,Agencija,8,197500.0,2026-04-05 22:49:34
5425646732837,Beograd,Savski venac,Kneza Miloša,185.0,5+ Broj soba,I,4 Spratnost,Agencija,20,855000.0,2026-04-05 22:49:34
5425646671511,Beograd,Stari grad,Dorćol,91.0,4.0 Broj soba,VPR,1 Spratnost,Agencija,11,377000.0,2026-04-05 22:49:34
5425646368508,Beograd,Zemun,Galenika,49.0,2.5 Broj soba,I,2 Spratnost,Agencija,14,144000.0,2026-04-05 22:49:34
5425646337751,Beograd,Vračar,Bulevar kralja Aleksandra,86.0,3.0 Broj soba,II,3 Spratnost,Agencija,20,320000.0,2026-04-05 22:49:34
5425646905968,Beograd,Grocka,Leštane,60.0,2.5 Broj soba,II,2 Spratnost,Agencija,17,114000.0,2026-04-05 22:49:34
5425646848191,Beograd,Voždovac,Trošarina,59.0,3.0 Broj soba,I,3 Spratnost,Agencija,4,212000.0,2026-04-05 22:49:34
5425646968736,Beograd,Palilula,Karaburma,58.0,2.0 Broj soba,I Spratnost,,Agencija,17,195000.0,2026-04-05 22:49:34
5425646953453,Beograd,Novi Beograd,Blok 65,72.4,3.0 Broj soba,VII,9 Spratnost,Agencija,41,379900.0,2026-04-05 22:49:34
5425646965225,Beograd,Novi Beograd,Blok 38,62.0,2.0 Broj soba,VIII,9 Spratnost,Agencija,9,220000.0,2026-04-05 22:49:34
5425646966643,Beograd,Vračar,Kalenić pijaca,76.0,3.0 Broj soba,III,6 Spratnost,Agencija,13,310000.0,2026-04-05 22:49:34
5425646868728,Beograd,Voždovac,Braće Jerković,55.04,2.0 Broj soba,I,6 Spratnost,Agencija,9,163984.0,2026-04-05 22:49:34
5425646587874,Beograd,Voždovac,Braće Jerković,33.38,1.0 Broj soba,II,6 Spratnost,Agencija,9,103144.0,2026-04-05 22:49:34
5425646910448,Beograd,Zvezdara,Vukov Spomenik,144.0,5+ Broj soba,V,5 Spratnost,Agencija,3,545000.0,2026-04-05 22:49:34
5425646872877,Beograd,Zvezdara,Cvetkova pijaca,51.0,2.5 Broj soba,II,6 Spratnost,Agencija,1,173400.0,2026-04-05 22:49:34
5425643229986,Beograd,Rakovica,Stari Košutnjak,128.89,4.0 Broj soba,I,3 Spratnost,Investitor,18,399559.0,2026-04-05 22:49:34
5425646147321,Beograd,Novi Beograd,Bežanijska kosa 3,95.0,4.0 Broj soba,I,2 Spratnost,Agencija,17,223000.0,2026-04-05 22:49:34
5425646129511,Beograd,Rakovica,Rakovica (mesto),30.0,1.5 Broj soba,PSUT,4 Spratnost,Agencija,11,72000.0,2026-04-05 22:49:34
5425646757830,Beograd,Savski venac,Beograd na vodi,54.93,2.0 Broj soba,X Spratnost,,Agencija,11,260000.0,2026-04-05 22:49:34
5425646549712,Beograd,Čukarica,Banovo brdo,53.0,2.0 Broj soba,II,7 Spratnost,Agencija,9,212000.0,2026-04-05 22:49:34
5425646681341,Beograd,Rakovica,Miljakovac,64.0,3.0 Broj soba,I,3 Spratnost,Agencija,15,157000.0,2026-04-05 22:49:34
5425646968632,Beograd,Voždovac,Banjica,62.0,2.0 Broj soba,PR,5 Spratnost,Agencija,7,198000.0,2026-04-05 22:49:34
5425646967486,Beograd,Palilula,Hala Pionir,76.0,3.0 Broj soba,VIII,15 Spratnost,Agencija,6,199900.0,2026-04-05 22:49:34
5425646967482,Beograd,Zvezdara,Konjarnik,48.0,2.0 Broj soba,II,2 Spratnost,Agencija,10,120000.0,2026-04-05 22:49:34
5425646445550,Beograd,Novi Beograd,Arena,75.0,3.0 Broj soba,II,6 Spratnost,Agencija,18,310000.0,2026-04-05 22:49:34
5425646186070,Beograd,Vračar,Čubura,92.0,3.0 Broj soba,I,4 Spratnost,Agencija,9,510000.0,2026-04-05 22:49:34
5425646969950,Beograd,Zvezdara,Cvetkova pijaca,50.0,1.0 Broj soba,IV,4 Spratnost,Vlasnik,6,150000.0,2026-04-05 22:49:34
5425646965795,Beograd,Palilula,Krnjača,33.0,1.5 Broj soba,II,3 Spratnost,Vlasnik,13,85000.0,2026-04-05 22:49:34
5425646813390,Beograd,Vračar,Crveni krst,65.0,2.5 Broj soba,VI,6 Spratnost,Agencija,18,260000.0,2026-04-05 22:49:34
5425646938347,Beograd,Zemun,Cara Dušana,94.0,4.0 Broj soba,V Spratnost,,Agencija,8,260000.0,2026-04-05 22:49:34
5425646949178,Beograd,Vračar,Crveni krst,74.0,3.0 Broj soba,III,4 Spratnost,Agencija,3,296000.0,2026-04-05 22:49:34
5425646951124,Beograd,Zvezdara,Mirijevo,102.0,4.0 Broj soba,V,5 Spratnost,Agencija,18,245000.0,2026-04-05 22:49:34
5425646968918,Beograd,Vračar,Čubura,123.0,4.0 Broj soba,III,5 Spratnost,Agencija,19,520000.0,2026-04-05 22:49:34
5425646969730,Beograd,Voždovac,Vojvode Stepe,61.0,2.5 Broj soba,II,4 Spratnost,Agencija,11,215000.0,2026-04-05 22:49:34
5425645567279,Beograd,Palilula,Bogoslovija,93.0,3.0 Broj soba,I,4 Spratnost,Agencija,12,240000.0,2026-04-05 22:49:34
5425645568125,Beograd,Vračar,Hram svetog Save,59.51,2.0 Broj soba,IV,4 Spratnost,Investitor,7,267795.0,2026-04-05 22:49:34
5425645568123,Beograd,Vračar,Hram svetog Save,57.04,2.0 Broj soba,III,4 Spratnost,Investitor,7,250976.0,2026-04-05 22:49:34
5425646937355,Beograd,Novi Beograd,Stari Merkator,49.0,2.0 Broj soba,VPR,5 Spratnost,Agencija,12,228000.0,2026-04-05 22:49:34
5425645882932,Beograd,Palilula,Centar,59.0,2.0 Broj soba,I,2 Spratnost,Agencija,11,210000.0,2026-04-05 22:49:34
5425646968913,Beograd,Savski venac,Senjak,150.0,3.0 Broj soba,I Spratnost,,Agencija,13,350000.0,2026-04-05 22:49:34
5425646901255,Beograd,Surčin,Jakovo,55.22,2.5 Broj soba,VPR,1 Spratnost,Investitor,19,107500.0,2026-04-05 22:49:34
5425646968906,Beograd,Palilula,Centar,58.0,2.5 Broj soba,VPR Spratnost,,Agencija,18,190000.0,2026-04-05 22:49:34
5425646968897,Beograd,Stari grad,Dorćol,31.0,1.5 Broj soba,VPR,5 Spratnost,Agencija,11,172380.0,2026-04-05 22:49:34
